id,z1,z2,z3,z4,z5,z6
86,-0.008281766861997759,0.0001846123506105326,0.0014214738860071816,2.8369857772366403e-07,-0.0002762283263693517,-1.970487600893708e-05
87,-0.057355919704039166,-0.014121721651685968,0.008953365529043605,0.00012760401691249923,-0.00011591736004146697,-5.3107241476656906e-05
88,-0.005579714333177831,-0.0012662958984864569,0.0015530233593448268,-6.390783289147312e-06,-0.00026999051842456294,-2.5597419372906924e-05
89,-0.014860170326237586,0.0034389471552981575,-0.0003966436080885666,0.0001472772940363,-0.00011503163473245723,-6.64450980976998e-05
90,-0.004003000856387755,0.0004986156066542832,-0.0003593747481163602,8.457588504376889e-05,-0.00016869080542799395,-5.617378371933762e-05
91,-0.01558622649944432,-0.0038488344045762117,0.0023798269821698756,-2.598939314230862e-05,-0.0002510329667175489,-4.379435422987868e-05
92,-0.000458304543959687,-0.00024300334537764778,0.0003361132293029488,0.00013204181390336217,-9.903173835618954e-05,-8.052724446513817e-05
93,-0.05993554753539438,-0.009122470370611835,0.009921109714445786,0.00014643338748791137,-5.7442321343153025e-05,-8.596154629200378e-05
94,-0.0125252920684901,0.005043117104119482,-0.0016569263599189692,0.00012895911097852977,-0.00011043157500534598,-7.960875170989709e-05
95,-0.0032051603673833367,-0.0005460633625241395,0.0005770888415833139,8.530077960421301e-05,-0.00014028346834171683,-7.297907361692257e-05
96,-0.03784569966598199,-0.005891790443876309,0.0013082013584902548,-4.160637652576349e-05,-0.00024214612589242547,-5.559004728597133e-05
97,-0.01654111272073171,-0.0057244517093489496,0.003760402146230747,-3.9090503290474705e-05,-0.00023517448892537815,-5.727729605863246e-05
98,-0.044547193785993026,0.005932159084066078,0.0010704818937599596,7.238004973135224e-05,-0.00013571517492031647,-8.487237025002328e-05
99,-0.006363017813315049,0.00020280815621685636,-0.001322810324122269,6.762349437683623e-05,-0.00013739881763118775,-8.466146440631732e-05
100,-0.0411811114499602,0.03790116582917685,0.0005935183307286234,7.114773552581468e-05,-0.00017324239900600908,-8.302604147049242e-05
101,-0.04523632416101869,-0.0030913169769448716,-0.001830554646083111,6.77545912420287e-05,-0.00013401241070806638,-8.447013026981121e-05
102,-0.061463969599722314,-0.010202983124689183,0.012184628677912453,8.195135201090956e-05,-7.87257769410305e-05,-9.678034887798746e-05
103,-0.052766312005326894,0.0030600121970495078,0.002479209285177192,6.850507991313498e-05,-0.00012408552347185044,-9.080528422140188e-05
104,-0.002520893361906612,-0.0005333096146375202,0.0003841162068453983,0.00010630975615576519,-8.225614465674807e-05,-0.00010231616217665187
105,-0.0034175354222359773,-0.0007691266458431341,0.00032116922493193007,0.00012127133454721206,-0.0001636284949024044,-4.228787359232376e-05
106,-0.0021375706858663135,-0.0006335074001028345,0.0001370716507504161,0.00012097270850011634,-0.00016437988120466708,-4.220241819105346e-05
107,-0.005496138824775063,0.0024576289773032304,-0.00060581574725707,0.00012011099362969191,-0.00017013193379528834,-4.15304193274727e-05
108,-0.04299858771629032,-0.006418363395907041,-0.0011802476082445614,0.00012049908462689968,-0.00016090001182801972,-4.134561804844095e-05
109,-0.0066982007560783255,-0.0012283417155822354,-4.9733377987843695e-05,0.00012067292184925229,-0.00016405128934482319,-4.224450375439228e-05
110,-0.0035305681736368002,-0.0008313871956758983,0.0008252379209787251,0.00012174311499135596,-0.00016185625564322788,-4.2744170644724164e-05
111,-0.001554352617009392,-0.0003916845738948918,0.00028407188024064285,0.00012093419377528947,-0.00016407491414903222,-4.245825432692346e-05
112,-0.0029030716781786293,-0.0007681510532978905,0.0006208429047922469,6.229914295926734e-05,-0.00012542304680886282,-9.242390801564343e-05
113,-0.0011866867718477113,-0.0005013615067815011,0.0008288200884591791,-5.689720526111845e-05,-0.00024219126848450486,-6.678052564301792e-05
114,-0.016849190982570445,-0.000970520832754046,0.002068619618320168,6.219284673095529e-05,-0.00011877866757049839,-9.516352461783227e-05
115,-0.008181652413672262,0.0005977000675003151,-0.0010638389747959101,5.7611001633591037e-05,-0.00013045193189669413,-9.352626100049438e-05
116,-0.0030508225450257597,0.0008172952426459519,-0.00010453497726850417,5.1543928877870235e-05,-0.00012332668663224335,-0.00010015834027962147
117,-0.04897682254507793,0.00657061838991862,0.006642631246809836,6.229961968554789e-05,-0.00010787859892823642,-0.00010275322055176382
118,-0.01615906217151851,-0.004436075097863793,0.002972056915273376,-6.16950204274199e-05,-0.000225570378682631,-7.489111303502897e-05
119,-0.013526931867588658,0.0030101961092487304,-0.0026988292815534123,4.799844168949365e-05,-0.0001333752715860018,-9.879171627965695e-05
120,-0.05361122233746807,-0.004115334729125349,0.0102248840901356,6.054103350826316e-05,-8.028161604406603e-05,-0.000111005273859908
121,-0.03940301544664572,0.022013746363841225,-0.003939626484735775,7.350481546342127e-05,-0.00010267012292952132,-0.00012175838530849147
122,-0.018802180707237565,0.010101230024771542,0.0018414395007329708,8.049843511477185e-05,-7.161547705709592e-05,-0.0001260537421210699
123,-0.04683954748140139,0.0024652686541125524,0.0019875163613086912,3.672938036020975e-05,-0.00010565938958719601,-0.00011667719115375905
124,-0.05214834143658791,-0.01007922093709607,0.01029863923306823,4.7936938946978094e-05,-6.537260721486328e-05,-0.00012209672984859498
125,-0.0001739078261145759,-0.0003944470168395351,0.000573580218936364,3.277855690322211e-05,-0.0001076118980011577,-0.00011712987905039538
126,-0.011225315782143619,0.0014463087542689686,-0.0007160493231480297,2.3198961373834812e-05,-0.00010828661160858814,-0.00012306754365943792
127,-0.0009881797634208878,-0.00042675989317603213,0.00047228842968369543,3.286412010430766e-05,-0.00013452868358329562,7.600720573260706e-06
128,-0.008352451878882117,0.000827817262489925,-0.0012496951257153445,6.595116650289163e-05,-6.717134677006608e-05,-2.4821256304781904e-05
129,-0.00031613333520784376,-0.0005732267674491579,0.0008194315183129352,-9.307995337674292e-06,-0.00010652871599728005,-2.8480872882826117e-05
130,-0.0017475570977116724,-0.0008349900582456907,0.0012076636069704317,-8.726817735762753e-06,-0.00010499787106778072,-2.868205220023093e-05
131,-0.0016662641126087981,-0.0009219517116171823,0.0005742458380412043,-1.1331062180072838e-05,-0.00010577126001615264,-2.981313405638663e-05
132,-0.00022330120991984414,-0.0006324025196689656,0.000744305789991852,-1.4415069199439947e-05,-0.0001035546349761854,-3.2655783112809535e-05
133,-0.01519852474354466,-0.0005498891307516168,0.003916022083419067,-9.74465250926965e-06,-9.337211269432108e-05,-3.427101498266614e-05
134,-0.0002905507285108579,-0.00044968543257138346,0.0007506714066711388,-1.4620135709127306e-05,-0.00010360491141649015,-3.2828461167103276e-05
135,-0.0032053616044545206,0.0014105686003594042,5.2402666927360794e-05,-1.5445863436320264e-05,-0.0001078267328173207,-3.2273042829842145e-05
136,-0.0012102604926197175,-0.0008945552349827945,0.0010997129564818287,-1.4765341070614262e-05,-0.00010158790282286939,-3.357937605624223e-05
137,-0.0015213740464222597,-0.0008055911577493199,0.0011886348561037153,-1.7676041763973923e-05,-9.949490905256239e-05,-3.6177858703156246e-05
138,-0.0002261482324493258,-0.0005883126996989046,0.0008386362554663652,-1.8200283462346723e-05,-0.00010085380058798546,-3.5997863635850397e-05
139,-0.010110752385093943,-0.0006078153469163694,-0.0006252323354493285,9.784504694773492e-05,-9.364780332766968e-05,-8.354042229268984e-06
140,-0.0045468916785864535,0.00016416233334994208,0.0008564081112371796,9.965020169934345e-05,-9.004853125950281e-05,-9.196862512419908e-06
141,-0.01651047937037802,-0.003336200232263927,0.0032016407230622095,5.662851688843947e-05,-0.0002259832248311945,-5.662130868115547e-05
142,-0.0026217107641097878,-0.0009145747761825555,0.0009753316754803941,4.3298562013311125e-05,-0.00022978026686338055,-6.374186114653571e-05
143,-0.003127051238028345,0.0026095231216468435,0.0011203689304486104,5.388654331260315e-05,-0.00014378945965689283,-0.00011799880304497988
144,-0.021231202177213308,-0.0037957805547670803,0.0012930202487783375,-0.0003342859125256922,-0.0007089582715626992,-0.0001299133411339387
145,-0.006231912649984264,-0.000991200954348409,0.0019173306166127605,-0.0003339963174242715,-0.0007105244905038419,-0.00013032386342013758
146,-0.01597290599775507,0.01603058323235383,-0.0011884531204026784,9.233785665020316e-05,-0.0003552342709942464,-0.00022295010901915958
147,-0.0031312610154261493,-0.0003521960296528333,0.0005584177999227475,9.411774440685627e-05,-0.0003314361551272286,-0.0002252454918624522
148,-0.01589468369104537,-0.0017579523375236955,-0.002934253798981097,9.017797528221893e-05,-0.0003427278906663848,-0.0002248041307598859
149,-0.007773608811942279,-0.0020797349447285165,0.0021055757165698626,9.671526419808009e-05,-0.0003269070490947756,-0.00022768086709900912
150,-0.006853494890148015,0.0009927892604358938,-0.00021449660499734378,9.354488444608517e-05,-0.00033761484693483175,-0.00022623857995332869
151,-0.0005701678693292182,-0.0003098958320971433,0.0004989414140467555,6.75970480071128e-05,-7.365960066135416e-05,-3.683167710394279e-05
152,-0.002279130956756063,-0.0008528068495213845,0.0005031108729506247,0.00013132146072110414,-0.00012678378449043317,4.7658298385368785e-06
153,-0.0007517936193740995,-0.00014844765925998787,0.0005093948819026226,0.00013508112415861763,-0.00013211155379331573,6.1444226225988016e-06
154,-0.0018226855746072547,-0.00012697655981120542,0.0002375577976963839,0.0001347528658907198,-0.0001329565394623988,6.311169044723909e-06
155,-0.009554908100964505,0.0039727798518953555,-0.0014737578444403525,0.00013274895462552454,-0.00014276838134066026,7.651298348892007e-06
156,-0.0046382699677013665,0.0010071654058921332,-0.0003601671703954427,0.00013405551690986957,-0.00013604224331315186,6.760812156321141e-06
157,-0.012728841966096372,-0.001212371372417795,0.0028329387148157683,0.00011287647424073287,-0.00012740751103600145,-3.41987701765311e-05
158,-0.02941337703952877,0.015742643662042526,-0.00017157760205389197,0.00032211842833566087,5.779867520275518e-05,-0.00013699207630725287
159,-0.019892004348225988,-0.006030668794491644,0.005545717070667208,7.039473957616205e-05,-0.00012880428274535309,-0.00011362173504453732
160,-0.004774772010848528,-0.0017991978148555459,0.0017400429334506107,6.466628289878325e-05,-0.00014572867048268172,-0.00011155447465770154
161,-0.0016574802722412161,-0.0008577058740049405,0.0010265737354430789,6.358237276866938e-05,-0.00014907609331327507,-0.00011116177657146073
162,-0.013669369306917095,0.0010939342129798585,-0.0008427260352631372,6.151488320370573e-05,-0.0001568443370243933,-0.00010980806556162997
163,-0.0025942599005872678,0.0009336327435029435,0.00044344062765876743,6.348902309262868e-05,-0.00015331310098888026,-0.00011015924005049007
164,-0.031634938538321174,0.021994393578480414,-0.0038338879938713604,0.00010909397855433307,-0.0002225252140231226,-6.45804648015636e-05
165,-0.0050010779088797645,-0.0013467247511037461,0.0016086578735370642,0.00011532482605950347,-0.00017963539645928902,-6.958767336049472e-05
166,-0.03743547972321448,0.022636600052286713,0.0006806077239688273,3.150844794345019e-05,-0.000263069453866565,-8.359417216859434e-05
167,-0.031077868326043916,0.004923112799335714,0.0009081096319451801,3.146379974120219e-05,-0.00024233261535889863,-8.504845576462647e-05
168,-0.04987427301319877,-0.020659366461058988,-0.006881971273021801,5.700979054703083e-05,-0.0001632744313809877,-0.00011548388106120855
169,-0.007295155521777701,0.000436182231507868,-9.551275585886723e-06,5.527939959054614e-05,-0.00016085184011838444,-0.00012654093679354198
170,-0.0009758077329083304,-0.0002960536056318534,0.0007495129807169533,5.606390607180467e-05,-0.00015779569887022774,-0.0001271122302483997
171,-0.025188104033157944,-0.002508327707207894,0.0020739478239375055,5.76955001693115e-05,-0.00015848547005283393,-0.00013582791920984993
172,-0.00491936353948162,0.0013437330730274029,-0.00030197112466363743,5.3710388071975114e-05,-0.0001706523336453315,-0.00013464742261742253
173,-0.00264432544737826,0.0007580076160878016,0.0003949667202693838,8.348844573975599e-05,-0.00020302835984734488,-0.00012549789894965497
174,-0.02598043882110659,0.003111459445748099,-0.0015095691943344655,7.403798096474395e-05,-0.0002094325318887568,-0.00013320179015927132
175,-0.004377289869757739,-0.001445126670169507,0.0015687983614662076,7.736439871328036e-05,-0.00019514904853870117,-0.00013555596797857234
176,-0.0023671216025130584,-0.0005464150746606576,0.00028402630590487895,7.554611634972907e-05,-0.00020019582509935902,-0.00013483929157181922
177,-0.00570849824859294,-0.001543405386340912,0.0018558596488739746,7.26965143671136e-05,-0.00019728143730318986,-0.00014552082520870825
178,-0.002005808899523786,-0.0007558920041906641,0.0009525924789176324,7.459613635878946e-05,-0.00022434036629675593,-0.00016072322866260354
179,-0.0043897947010505525,-0.0013608438784862447,-0.00042480645040929126,7.281151260040414e-05,-0.00022787215700718772,-0.00015998173499055942
180,-0.012418755161549937,-0.0001421338083463506,0.000244582932832217,7.403763432968784e-05,-0.00022701905467166521,-0.00016011444948883774
181,-0.006519555408132809,-0.0012865984648895326,0.0016360523496270188,0.00013364368781878074,-0.00026854401952038125,-0.00012148120355842276
182,-0.00571150763328111,-0.0012163130376907426,0.0011871875571584838,0.00013300285697438516,-0.0002700320108236084,-0.00012124946758425193
183,-0.041665190444963876,-0.0015998530902810583,-0.0020477524309684934,7.383209253336096e-05,-0.00024467025818200486,-0.0001670819796539989
184,-0.00231129209252481,-0.0001517866127001982,0.000706642851238718,7.515186538059411e-05,-0.0002560630504636028,-0.00018560195299127148
185,-0.004787726917221118,0.0012988948879061447,1.1462754248428504e-07,7.42955272556518e-05,-0.0002598533035078477,-0.00018507809394579245
186,-0.005597205886454906,-0.0016807138846813283,0.0018103893919583934,6.591942346257454e-05,-0.0002690908770635885,-0.0001805102977794896
187,-0.009648779831417816,-0.0025721472704751426,0.0011971553006768173,6.523596307871787e-05,-0.0002698935479953869,-0.00018016958382343544
188,-0.02878114265114611,-0.007577952714148605,0.007486709845274624,8.936331880276967e-05,-0.0002306992930955129,-0.00018774162445142682
189,-0.02514420006190402,-0.007443149679084592,0.007004986890314342,8.856949390203585e-05,-0.00023242085620288528,-0.0001875382899313988
190,-0.03243145143674372,-0.010256611483831677,-0.0038184002699505402,0.00014049718173365398,-0.0003457238522532817,-0.00016183615726881155
191,-0.003965312437023716,-0.0008675798940653377,0.001021661164850759,0.00014604103927255962,-0.0003419948766971268,-0.00016430073666943545
192,-0.0034698238674234195,-0.0005266471749415882,0.0009519464385628769,0.0001102706495168117,-0.00032445649371172443,-0.0001979490295712677
193,-0.04835476726098626,0.007324532056629689,0.000763539152843239,0.00016230394744883882,-8.309091467631583e-05,-1.838051972148768e-05
194,-0.011498104372587595,0.006305761543635047,-0.0015970233176986221,0.00015767204854681073,-9.000764285099472e-05,-1.7839481537862278e-05
195,-0.02550804896775317,-0.002681654536831435,-0.00461947157593382,0.00029463395099018025,-6.160782868152688e-05,-8.881544166988108e-05
196,-0.014905325354518958,-0.003799148037874932,0.004369809107741115,0.0003064400237112585,-3.269033044580834e-05,-9.391460102100424e-05
197,-0.006445033610156041,-0.0007794832963785229,0.0008171816796900814,0.00010982804151356504,-0.0003506611085114802,-0.0001446379255944414
198,-0.00443675704236176,-0.0012775652340976228,0.001425528407230787,0.00011057479272338984,-0.00034824985236263514,-0.00014503511330605934
199,-0.007325996522093483,-0.003118484179309024,0.002994738494632527,5.799453977893855e-05,-0.00014173142154084696,-4.782275335803091e-05
200,-0.011712220764788284,-0.001912697908529607,0.0009441869005019092,7.89771080494197e-05,-0.0001790556316035057,-3.9595873222617075e-05
201,-0.0007095553677861566,-0.0005187630323684583,0.0008476146260253352,0.00012229930655985308,-0.0002097866467319933,-3.640300035694949e-06
202,-0.0007095553677861566,-0.0005187630323684583,0.0008476146260253352,0.00012229930655985308,-0.0002097866467319933,-3.640300035694949e-06
203,-0.0010326558604518501,-0.0005823327044428416,0.0008114031267740787,0.00011530417618042349,-0.00020544908951225602,-9.476232732072833e-06
204,-0.008469830587262717,-0.0007640514828296055,0.0017330806157148865,0.00011684186334305345,-0.00020223210702564683,-9.851484597417654e-06
205,-0.001682816750028402,-0.0008941430213919551,0.0011783081660189892,0.0001112598847489523,-0.00020107515331858786,-1.3526859644054704e-05
206,-0.01673739699494214,-0.007646449819142635,-0.004706424079884475,0.00033059111960343906,5.43988267088252e-05,-8.800969810342829e-05
207,-0.000922793237053891,-0.0005212974002899216,0.000587260143061768,0.0003372238918337697,6.237144385557318e-05,-9.064801699151028e-05
208,-0.010259151463110676,-0.0011884670154489736,0.002768106268764766,8.56997901053703e-05,-0.00017801583331007555,-3.7858940986726055e-05
209,-0.004532245706340232,-0.0019647596687043167,0.002118103051282173,8.459123569905664e-05,-0.00017926500360119997,-3.766511708267577e-05
