,pollutant_min,pollutant_max,pollutant_avg
581,0.34144054737344964,-0.005104136938266566,0.03904298195806163
584,-0.28956198328947874,-0.06828777888802672,0.050765775164593
588,0.034953603908598696,-0.5421650935112279,-0.33608640065094214
592,0.7200420657712067,-0.03669595791314664,0.27349884608868896
596,-0.6140775704875562,-0.020900047425706603,-0.054739363694189316
598,-0.1813901208901196,-0.05249186840058668,-0.07818495010725206
622,-0.6140775704875562,0.0027938183054534533,-0.3243636074444108
634,-0.3977338456888379,-0.43949167534286765,-0.26574964141175395
645,-0.1092755459572135,-0.4236957648554276,-0.2774724346182853
657,-0.6861921454204623,-0.8738792137474687,-0.8167209221187283
658,-0.5599916392878767,0.12126314696125375,0.3438356053278772
671,-0.5780202830211032,-0.7870017060665485,-0.7112157832599459
678,-0.5780202830211032,-0.028798002669426625,-0.2540268482052226
683,-0.19941876462334612,-0.605348735460988,-0.4298687463031931
688,-0.6681635016872358,-0.06828777888802672,0.20316208684950077
701,0.14312546630795783,0.3108140728105342,0.5665686762519732
707,0.01692496017537217,-0.0603898236443067,-0.19541288217256572
710,-0.3977338456888379,-0.6685323774107482,-0.5353738851619754
715,-0.2535046958230257,-0.4789814515614677,-0.4650371259227872
730,0.28735461617377006,-0.07618573413174674,-0.043016570487657946
740,-0.07321825849076045,0.12916110220497376,0.050765775164593
742,-0.505905708088197,0.15285496793613382,0.21488488005603215
750,-0.0011036835578543526,0.08177337074265364,-0.23058126179215985
759,-0.6501348579540093,0.1370590574486938,-0.06646215690072069
763,0.14312546630795783,-0.05249186840058668,-0.10163053652031478
775,-0.505905708088197,0.2950181623230942,0.20316208684950077
780,-0.14533283342366654,-0.6369405564358681,-0.4650371259227872
801,0.25129732870731697,-0.05249186840058668,0.07421136157765573
804,-0.2535046958230257,0.08967132598637366,0.1211025344037812
808,0.3774978348399027,0.08967132598637366,0.16799370722990667
812,0.14312546630795783,-0.028798002669426625,0.1914392936429694
815,-0.43379113315529094,-0.013002092181986585,-0.12507612293337753
819,0.4676410535060353,-0.028798002669426625,0.0859341547841871
822,-0.09124690222398697,0.07387541549893363,-0.12507612293337753
825,-0.07321825849076045,-0.020900047425706603,-0.07818495010725206
829,-0.6861921454204623,-0.8738792137474687,-0.8167209221187283
836,-0.3256192707559318,-0.27363461522474725,-0.18369008896603436
839,-0.4878770643549705,-0.605348735460988,-0.5822650579881009
843,-0.6501348579540093,-0.629042601192148,-0.5705422647815696
849,-0.37970520195561136,-0.4236957648554276,-0.4298687463031931
854,-0.5780202830211032,-0.6369405564358681,-0.617433437607695
865,0.19721139750763741,0.23183452037333402,0.2617760528821576
866,0.12509682257473131,-0.39210394388054753,-0.2540268482052226
881,-0.6501348579540093,-0.589552824973548,-0.5705422647815696
884,-0.3256192707559318,-0.589552824973548,-0.523651091955444
894,-0.43379113315529094,-0.3842059886368275,-0.5119282987489127
908,-0.21744740835657264,-0.589552824973548,-0.4650371259227872
911,-0.1092755459572135,-0.4631855410740277,-0.3126408142378794
914,0.034953603908598696,0.3108140728105342,0.3086672257082831
921,-0.1813901208901196,-0.013002092181986585,-0.14852170934644027
951,-0.2535046958230257,-0.5500630487549479,-0.5002055055423813
957,-0.3075906270227053,-0.5579610039986679,-0.4533143327162558
987,-0.037160971024307404,-0.21045097327498707,-0.23058126179215985
989,-0.0011036835578543526,-0.4631855410740277,-0.26574964141175395
993,1.1347008716354168,-0.03669595791314664,0.40244957136053405
1003,-0.21744740835657264,-0.028798002669426625,0.03904298195806163
1013,-0.0011036835578543526,-0.03669595791314664,-0.18369008896603436
1020,-0.14533283342366654,-0.05249186840058668,-0.23058126179215985
1040,-0.3436479144891583,0.03438563928033353,-0.171967295759503
1055,-0.505905708088197,-0.33681825717450736,-0.48848271233584994
1067,-0.6501348579540093,-0.3052264361996273,-0.5002055055423813
1068,-0.3256192707559318,-0.5579610039986679,-0.5353738851619754
1072,0.665956134571527,0.08967132598637366,0.27349884608868896
1074,0.1070681788415048,0.0027938183054534533,0.25005325967562625
1088,-0.2535046958230257,-0.49477736204890777,-0.41814595309666175
1091,-0.2535046958230257,-0.3526141676619474,-0.2071356753790971
1093,-0.6501348579540093,-0.020900047425706603,-0.7112157832599459
1094,-0.3256192707559318,-0.4157978096117076,-0.3829775734770676
1101,0.35946919110667613,0.0659774602552136,0.3321128121213458
1115,-0.12730418969044002,0.11336519171753373,0.03904298195806163
1127,0.07101089137505175,0.05807950501149359,0.09765694799071847
1135,0.05298224764182522,-0.0998795998629068,-0.043016570487657946
1144,-0.1092755459572135,-0.44738963058658765,-0.33608640065094214
1148,0.25129732870731697,0.0027938183054534533,0.13282532761031257
1151,-0.469848420621744,-0.3526141676619474,-0.5002055055423813
1153,-0.07321825849076045,0.5635486406095749,0.6017370558715673
1187,0.21524004124086393,-0.013002092181986585,0.0859341547841871
1194,-0.3256192707559318,-0.6685323774107482,-0.5119282987489127
1195,-0.3256192707559318,-0.4157978096117076,-0.40642315989013034
1206,-0.1813901208901196,-0.044593913156866664,0.050765775164593
1210,-0.505905708088197,-0.0603898236443067,-0.5822650579881009
1216,0.07101089137505175,0.08177337074265364,0.16799370722990667
1217,0.1791827537744109,0.0027938183054534533,0.21488488005603215
1222,-0.6861921454204623,-0.8738792137474687,-0.8167209221187283
1254,-0.0011036835578543526,0.0659774602552136,-0.06646215690072069
1268,-0.6140775704875562,0.04228359452405355,-0.4650371259227872
1273,-0.3436479144891583,0.04228359452405355,-0.37125478027053627
1280,0.08903953510827828,0.21603860988589396,0.0859341547841871
1287,-0.469848420621744,-0.45528758583030765,-0.394700366683599
1307,-0.6140775704875562,-0.7159201088730683,-0.6760474036403518
1320,-0.6681635016872358,-0.2262468837624271,-0.4650371259227872
1327,-0.2535046958230257,-0.5263691830237879,-0.4650371259227872
1336,-0.3977338456888379,-0.3052264361996273,-0.37125478027053627
1343,-0.28956198328947874,-0.6369405564358681,-0.5002055055423813
1346,-0.4157624894220644,0.38189567000401436,-0.01957098407459521
1349,0.07101089137505175,-0.17096119705638696,-0.07818495010725206
1351,-0.505905708088197,-0.020900047425706603,-0.2774724346182853
1355,-0.43379113315529094,-0.605348735460988,-0.523651091955444
1362,0.034953603908598696,-0.020900047425706603,0.02732018875153026
1364,-0.0011036835578543526,0.20024269939845393,0.3321128121213458
1366,0.557784272172168,-0.028798002669426625,0.2266076732625635
1369,-0.505905708088197,-0.2578387047373072,-0.3126408142378794
1377,-0.07321825849076045,-0.3526141676619474,-0.3126408142378794
1378,-0.037160971024307404,-0.40000189912426753,-0.3126408142378794
1381,0.12509682257473131,0.4213854462226145,0.21488488005603215
1387,0.9003285031034719,0.03438563928033353,0.32039001891481445
1389,0.28735461617377006,-0.16306324181266696,-0.01957098407459521
1401,0.28735461617377006,0.026487684036613512,0.2383304664690949
1407,-0.28956198328947874,0.05018154976777357,-0.21885846858562846
1408,0.21524004124086393,0.010691773549173472,0.02732018875153026
1412,-0.037160971024307404,-0.40000189912426753,-0.2423040549986912
1415,0.07101089137505175,0.16075292317985385,0.07421136157765573
1420,-0.05518961475753393,0.010691773549173472,0.015597395544998892
1425,-0.2535046958230257,0.0027938183054534533,0.02732018875153026
1430,-0.1813901208901196,0.2950181623230942,0.1211025344037812
1440,-0.5419629955546501,-0.16306324181266696,-0.4533143327162558
1442,-0.1092755459572135,0.1449570126924138,0.09765694799071847
1448,-0.28956198328947874,-0.020900047425706603,-0.16024450255297162
1454,-0.6140775704875562,-0.5579610039986679,-0.5002055055423813
1459,-0.21744740835657264,-0.6211446459484281,-0.5002055055423813
1464,-0.3436479144891583,0.1923447441547339,0.02732018875153026
1468,-0.12730418969044002,-0.40000189912426753,-0.3478091938574735
1469,-0.0011036835578543526,-0.43949167534286765,-0.26574964141175395
1477,0.8822998593702454,0.05807950501149359,0.35555839853440857
1479,1.1166722279021901,0.12126314696125375,0.4141723645670654
1480,-0.28956198328947874,-0.6685323774107482,-0.5353738851619754
1486,-0.36167655822238487,-0.23414483900614713,-0.4533143327162558
1488,-0.28956198328947874,0.12916110220497376,0.0038746023384675235
1491,-0.5780202830211032,-0.7870017060665485,-0.7229385764664773
1494,-0.27153333955625225,-0.6685323774107482,-0.523651091955444
1507,-0.28956198328947874,-0.4710834963177477,-0.37125478027053627
1509,-0.037160971024307404,-0.5263691830237879,-0.3243636074444108
1514,-0.5419629955546501,-0.5105732725363478,-0.5119282987489127
1522,-0.2535046958230257,-0.6685323774107482,-0.5353738851619754
1529,-0.5780202830211032,-0.6527364669233081,-0.7229385764664773
1534,-0.1092755459572135,-0.605348735460988,-0.41814595309666175
1536,0.5036983409724883,-0.21045097327498707,0.02732018875153026
1539,-0.019132327291080876,-0.43949167534286765,-0.3829775734770676
1550,-0.5780202830211032,-0.4789814515614677,-0.5822650579881009
1562,-0.505905708088197,-0.2578387047373072,-0.33608640065094214
1575,-0.2535046958230257,-0.40000189912426753,-0.3243636074444108
1588,0.1070681788415048,0.2950181623230942,0.25005325967562625
1592,-0.5780202830211032,-0.03669595791314664,-0.007848190868063844
1600,-0.14533283342366654,-0.5026753172926278,-0.40642315989013034
1603,1.188786802835096,0.12126314696125375,0.49623191701278496
1618,-0.19941876462334612,-0.2578387047373072,-0.3829775734770676
1627,-0.1813901208901196,-0.005104136938266566,0.13282532761031257
1655,-0.6140775704875562,0.08967132598637366,-0.2774724346182853
1656,-0.0011036835578543526,0.1054672364738137,-0.19541288217256572
1660,-0.6140775704875562,0.026487684036613512,-0.12507612293337753
1670,0.1070681788415048,0.23973247561705405,0.3672811917409399
1675,-0.36167655822238487,-0.7238180641167883,-0.6057106444011636
1679,-0.2535046958230257,-0.28153257046846725,-0.4298687463031931
1700,0.07101089137505175,-0.45528758583030765,-0.2423040549986912
1711,-0.14533283342366654,0.16075292317985385,-0.3829775734770676
1712,-0.5780202830211032,-0.8264914822851486,-0.74638416287954
1724,-0.1092755459572135,-0.4157978096117076,-0.28919522782481666
1739,0.07101089137505175,-0.05249186840058668,0.0038746023384675235
1741,1.1527295153686432,0.17654883366729388,0.47278633059972225
1749,0.2693259724405435,-0.020900047425706603,0.2617760528821576
1752,0.35946919110667613,-0.0603898236443067,0.015597395544998892
1761,-0.36167655822238487,0.5951404615844549,1.0120348181001653
1767,-0.28956198328947874,-0.005104136938266566,-0.3126408142378794
1778,-0.5599916392878767,0.03438563928033353,-0.5470966783685067
1787,0.034953603908598696,0.2634263413482141,0.1211025344037812
1793,0.16115411004118438,-0.03669595791314664,0.06248856837112436
1798,-0.2354760520897992,-0.1472673313252269,-0.11335332972684616
1805,0.034953603908598696,0.48456908817237465,0.3086672257082831
1806,-0.469848420621744,-0.24204279424986713,-0.5470966783685067
1822,-0.505905708088197,-0.7159201088730683,-0.6408790240207577
1828,-0.3256192707559318,-0.573756914486108,-0.5353738851619754
1830,-0.27153333955625225,-0.5263691830237879,-0.4767599191293186
1843,-0.05518961475753393,-0.573756914486108,-0.394700366683599
1845,-0.2535046958230257,-0.6685323774107482,-0.523651091955444
1871,-0.05518961475753393,0.4055895357351744,1.0823715773393534
1881,-0.05518961475753393,-0.028798002669426625,-0.054739363694189316
1883,-0.2535046958230257,-0.3605121229056674,-0.3478091938574735
1889,-0.6501348579540093,0.07387541549893363,0.2617760528821576
1894,0.16115411004118438,-0.19465506278754702,-0.16024450255297162
1906,-0.037160971024307404,0.2555283861044941,0.5665686762519732
1913,0.7380707095044332,-0.020900047425706603,0.2617760528821576
1917,-0.36167655822238487,0.0027938183054534533,-0.2774724346182853
1919,-0.07321825849076045,0.018589728792893494,0.0859341547841871
1925,0.3234119036402231,0.0027938183054534533,0.10937974119724983
1928,-0.1813901208901196,-0.48687940680518776,-0.44159153950972446
1931,-0.07321825849076045,0.03438563928033353,-0.043016570487657946
1940,0.1070681788415048,-0.16306324181266696,-0.12507612293337753
1947,-0.5960489267543296,0.05018154976777357,-0.5002055055423813
1950,-0.1092755459572135,0.17654883366729388,-0.18369008896603436
1954,-0.37970520195561136,-0.07618573413174674,-0.19541288217256572
1963,-0.36167655822238487,-0.589552824973548,-0.5470966783685067
1967,-0.3075906270227053,-0.40789985436798754,-0.44159153950972446
1975,-0.1092755459572135,-0.2578387047373072,-0.2423040549986912
1978,-0.4878770643549705,0.026487684036613512,-0.26574964141175395
1981,-0.505905708088197,-0.48687940680518776,-0.652601817227289
1987,-0.28956198328947874,0.03438563928033353,-0.171967295759503
1995,-0.6501348579540093,-0.020900047425706603,-0.30091802103134807
1996,-0.6140775704875562,-0.1472673313252269,-0.41814595309666175
2006,-0.21744740835657264,-0.43949167534286765,-0.28919522782481666
2009,0.08903953510827828,-0.028798002669426625,-0.11335332972684616
2012,-0.6501348579540093,-0.7080221536293483,-0.7112157832599459
2014,-0.6140775704875562,-0.589552824973548,-0.6291562308142263
2063,0.6118702033718475,-0.05249186840058668,0.16799370722990667
2065,-0.07321825849076045,-0.21045097327498707,-0.23058126179215985
2069,0.21524004124086393,0.05807950501149359,0.17971650043643805
2073,0.14312546630795783,0.08177337074265364,0.0859341547841871
2087,0.07101089137505175,-0.013002092181986585,0.050765775164593
2094,0.3234119036402231,0.05018154976777357,0.1914392936429694
2096,0.1070681788415048,-0.044593913156866664,0.0859341547841871
2106,-0.505905708088197,0.1370590574486938,-0.054739363694189316
2110,-0.14533283342366654,-0.178859152300107,-0.3126408142378794
2121,-0.5780202830211032,-0.07618573413174674,0.0038746023384675235
2125,0.07101089137505175,0.1370590574486938,0.10937974119724983
2126,0.01692496017537217,0.03438563928033353,-0.007848190868063844
2129,0.6839847783047536,-0.07618573413174674,0.2266076732625635
2164,-0.6861921454204623,-0.8738792137474687,-0.8167209221187283
2169,2.2344481393622346,0.6188343273156149,1.1878767161981356
2173,0.07101089137505175,-0.39210394388054753,-0.2071356753790971
2182,-0.36167655822238487,0.07387541549893363,-0.4298687463031931
2187,-0.5599916392878767,-0.0998795998629068,-0.5939878511946323
2210,0.1070681788415048,-0.44738963058658765,-0.26574964141175395
2216,-0.36167655822238487,-0.40789985436798754,-0.44159153950972446
2222,-0.6681635016872358,-0.013002092181986585,-0.2774724346182853
2224,-0.27153333955625225,-0.6843282878981882,-0.5353738851619754
2229,0.21524004124086393,-0.21045097327498707,-0.01957098407459521
2232,-0.6140775704875562,0.626732282559335,0.2266076732625635
2237,-0.6140775704875562,0.5556506853658548,0.35555839853440857
2239,0.35946919110667613,0.3582018042728543,0.9534208520675084
2257,-0.0011036835578543526,0.05018154976777357,0.06248856837112436
2260,0.034953603908598696,0.223936565129614,-0.07818495010725206
2266,-0.05518961475753393,-0.005104136938266566,-0.054739363694189316
2269,-0.3977338456888379,0.0027938183054534533,-0.12507612293337753
2271,-0.07321825849076045,0.026487684036613512,-0.054739363694189316
2280,-0.505905708088197,-0.5421650935112279,-0.4767599191293186
2289,-0.14533283342366654,-0.05249186840058668,-0.2540268482052226
2294,0.05298224764182522,0.12916110220497376,-0.08990774331378341
2300,-0.3256192707559318,0.010691773549173472,-0.5353738851619754
2302,-0.1092755459572135,0.05018154976777357,-0.007848190868063844
2305,-0.4518197768885175,-0.6527364669233081,-0.6408790240207577
2345,-0.36167655822238487,-0.028798002669426625,-0.18369008896603436
2348,-0.3977338456888379,-0.3842059886368275,-0.40642315989013034
2351,-0.07321825849076045,0.026487684036613512,0.015597395544998892
2353,-0.2535046958230257,0.026487684036613512,-0.07818495010725206
2356,-0.19941876462334612,0.09756928123009369,0.03904298195806163
2358,-0.43379113315529094,-0.16306324181266696,-0.2071356753790971
2360,-0.3977338456888379,-0.11567551035034683,-0.3829775734770676
2362,-0.09124690222398697,-0.28943052571218725,-0.2423040549986912
2363,-0.469848420621744,-0.15516528656894693,-0.30091802103134807
2371,-0.12730418969044002,-0.3526141676619474,-0.28919522782481666
2374,-0.6140775704875562,0.2950181623230942,-0.06646215690072069
2381,-0.5239343518214236,-0.7633078403353885,-0.6877701968468832
2385,0.1791827537744109,-0.005104136938266566,0.2383304664690949
2402,-0.37970520195561136,-0.7001241983856282,-0.5705422647815696
2404,-0.3075906270227053,-0.11567551035034683,-0.18369008896603436
2417,-0.1092755459572135,-0.020900047425706603,0.0038746023384675235
2426,-0.36167655822238487,0.04228359452405355,-0.21885846858562846
2438,-0.2535046958230257,0.026487684036613512,-0.2540268482052226
2447,-0.6321062142207827,-0.3052264361996273,-0.4650371259227872
2455,0.23326868497409048,0.38189567000401436,1.0472031977197593
2467,-0.3256192707559318,-0.178859152300107,-0.41814595309666175
2475,0.28735461617377006,0.4134874909788945,0.6017370558715673
2480,-0.07321825849076045,-0.06828777888802672,0.03904298195806163
2494,-0.5780202830211032,-0.8264914822851486,-0.74638416287954
2500,0.1070681788415048,-0.13147142083778687,-0.2071356753790971
2505,-0.2354760520897992,-0.613246690704708,-0.5002055055423813
2506,-0.36167655822238487,-0.4631855410740277,-0.37125478027053627
2508,0.1791827537744109,-0.32102234668706736,-0.18369008896603436
2513,-0.3977338456888379,-0.4789814515614677,-0.48848271233584994
2516,-0.43379113315529094,-0.1393693760815069,-0.40642315989013034
2518,-0.28956198328947874,-0.178859152300107,-0.4650371259227872
2519,-0.6501348579540093,-0.6211446459484281,-0.6994929900534146
2528,-0.1092755459572135,0.16865087842357385,0.27349884608868896
2538,0.05298224764182522,0.05807950501149359,0.14454812081684393
2541,-0.19941876462334612,0.0659774602552136,-0.01957098407459521
2544,0.21524004124086393,-0.03669595791314664,0.06248856837112436
2561,0.3234119036402231,0.03438563928033353,0.29694443250175173
2563,-0.037160971024307404,-0.32102234668706736,-0.12507612293337753
2567,0.1791827537744109,-0.17096119705638696,-0.007848190868063844
2591,-0.5239343518214236,-0.178859152300107,-0.28919522782481666
2608,-0.5419629955546501,-0.020900047425706603,-0.3595319870640049
2614,-0.4878770643549705,0.04228359452405355,-0.16024450255297162
2620,-0.28956198328947874,-0.3684100781493875,-0.4533143327162558
2630,-0.1092755459572135,-0.613246690704708,-0.4298687463031931
2632,-0.5419629955546501,-0.4236957648554276,-0.44159153950972446
2638,-0.3977338456888379,-0.4789814515614677,-0.5119282987489127
2645,-0.12730418969044002,-0.013002092181986585,0.14454812081684393
2648,-0.6140775704875562,-0.3842059886368275,-0.41814595309666175
2665,0.034953603908598696,-0.24204279424986713,-0.18369008896603436
2670,-0.36167655822238487,-0.24204279424986713,-0.2071356753790971
2674,0.25129732870731697,0.28712020707937413,0.25005325967562625
2688,-0.6321062142207827,-0.6527364669233081,-0.617433437607695
2691,-0.07321825849076045,-0.3684100781493875,-0.2423040549986912
2699,0.6118702033718475,0.03438563928033353,0.3321128121213458
2703,-0.1813901208901196,-0.5026753172926278,-0.394700366683599
2705,0.25129732870731697,-0.005104136938266566,-0.007848190868063844
2707,-0.037160971024307404,-0.3526141676619474,-0.28919522782481666
2712,0.034953603908598696,-0.08408368937546676,-0.054739363694189316
2719,0.6479274908383006,-0.16306324181266696,0.1914392936429694
2721,0.1070681788415048,0.04228359452405355,0.09765694799071847
2723,0.21524004124086393,0.20024269939845393,0.16799370722990667
2739,0.5217269847057149,-0.03669595791314664,0.42589515777359677
2742,-0.2535046958230257,0.03438563928033353,0.09765694799071847
2750,-0.21744740835657264,0.0659774602552136,0.16799370722990667
2754,0.7560993532376596,-0.005104136938266566,0.29694443250175173
2766,-0.2535046958230257,-0.6685323774107482,-0.5353738851619754
2768,-0.037160971024307404,-0.5658589592423879,-0.3829775734770676
2786,-0.6140775704875562,-0.27363461522474725,-0.4298687463031931
2788,0.07101089137505175,-0.44738963058658765,-0.2423040549986912
2793,-0.5960489267543296,-0.7633078403353885,-0.7229385764664773
2798,-0.07321825849076045,-0.24204279424986713,-0.28919522782481666
2800,0.28735461617377006,0.223936565129614,0.2852216392952204
2808,1.080614940435737,-0.07618573413174674,0.35555839853440857
2822,-0.07321825849076045,-0.5026753172926278,-0.3243636074444108
2844,-0.1813901208901196,-0.40000189912426753,-0.19541288217256572
2847,-0.0011036835578543526,-0.3526141676619474,-0.16024450255297162
2865,-0.6501348579540093,-0.40000189912426753,-0.7229385764664773
2875,-0.5780202830211032,-0.6369405564358681,-0.6408790240207577
2882,0.9904717217696045,0.08967132598637366,0.40244957136053405
2893,-0.5419629955546501,-0.629042601192148,-0.617433437607695
2896,-0.36167655822238487,-0.49477736204890777,-0.523651091955444
2902,-0.12730418969044002,-0.28943052571218725,-0.23058126179215985
2907,0.034953603908598696,0.0027938183054534533,0.13282532761031257
2920,-0.14533283342366654,0.2950181623230942,0.2266076732625635
2924,-0.469848420621744,-0.10777755510662682,-0.5588194715750381
2929,-0.2535046958230257,-0.27363461522474725,-0.44159153950972446
2936,-0.469848420621744,0.05807950501149359,-0.21885846858562846
2939,0.3234119036402231,0.1054672364738137,0.16799370722990667
2943,0.1791827537744109,-0.3447162124182274,-0.2071356753790971
2946,-0.6321062142207827,-0.7317160193605083,-0.7815525424991341
2951,-0.505905708088197,-0.03669595791314664,-0.37125478027053627
2953,-0.2535046958230257,0.28712020707937413,-0.043016570487657946
2962,-0.037160971024307404,-0.178859152300107,-0.11335332972684616
2964,0.7921566407041127,0.03438563928033353,0.2617760528821576
2966,-0.43379113315529094,-0.2657366599810272,-0.3126408142378794
2969,-0.1813901208901196,-0.2262468837624271,-0.2423040549986912
2976,0.1070681788415048,-0.5105732725363478,-0.2774724346182853
2981,-0.28956198328947874,0.1054672364738137,-0.2540268482052226
2987,-0.4157624894220644,-0.7001241983856282,-0.5939878511946323
2996,-0.09124690222398697,0.05018154976777357,0.03904298195806163
3002,-0.28956198328947874,-0.24204279424986713,-0.2774724346182853
3007,-0.3256192707559318,0.0027938183054534533,-0.03129377728112658
3017,1.188786802835096,0.1054672364738137,0.49623191701278496
3024,-0.3256192707559318,-0.03669595791314664,-0.4533143327162558
3029,-0.6501348579540093,0.33450793854169425,-0.44159153950972446
3030,-0.07321825849076045,-0.3526141676619474,-0.33608640065094214
3043,-0.5419629955546501,-0.589552824973548,-0.5353738851619754
3056,-0.469848420621744,0.026487684036613512,-0.3595319870640049
3057,-0.3256192707559318,-0.6527364669233081,-0.5470966783685067
3071,0.05298224764182522,-0.11567551035034683,-0.14852170934644027
3087,-0.21744740835657264,0.1844467889110139,0.13282532761031257
