,C1,C2,C3
3,-0.3497527012160229,0.2903663771103317,-0.03051273594138686
6,-0.35418931896540934,0.3516066201438905,-0.0036053378751219937
8,-0.8537908579157767,0.30026002535710977,0.008951058451817602
18,-0.6814661618056969,0.2359825806842984,-0.011331302238163164
24,-0.27468424669978136,0.1400305573400142,0.08318610206419479
29,-0.4707188028137983,0.17933983283679206,-0.05924664165652364
39,-0.642845823432041,-0.42532240112200886,-0.12107505235230072
44,0.005773575192595614,-0.5812256904765827,-0.14241346085153742
49,0.576497190675545,0.41752964037346935,0.04668370677367131
50,1.7427758773931785,0.34528302575666,0.35763118044866793
61,0.12315881518098448,-0.23266756145801043,0.29174903771765404
84,1.093265198270547,0.03420605722711183,0.44476016951903197
91,0.5762488147620314,0.4484095443968893,-0.05182249146150118
94,-0.05768308636868255,-0.4851381578948652,0.09577495078789154
97,0.8717523161485973,0.7423728778864643,-0.06823565657958937
118,0.7562031427264392,0.5507354006735401,-0.05372755102033669
126,-0.12350339235054873,-0.2323049752089866,0.01944909081762905
128,-0.5061246977165118,-0.2686089553080837,-0.009100828594434562
146,0.2663811267312982,-0.9011198793665776,0.412206967162844
149,-0.5345784879432028,0.39343163571101925,0.0047263170545225
155,-0.4474494735718407,-0.4198964284907112,0.0725114238048981
157,0.4586303749238104,0.4781021778372812,0.04043755671398237
162,0.10925749042896854,-0.269191378867863,0.002135211214235599
180,-0.019459090396630102,-0.03432367474964707,-0.00027393724463642524
196,1.0070254815613215,0.8629945946895657,0.010131120817717162
204,-0.2769250609110158,0.23579844272635578,0.0250231334469053
210,-0.8100449951172415,0.17103932699736066,0.0017631474558649912
217,-1.0174456837675148,0.14264136024709925,0.02014576007493986
222,-0.11811457470745525,0.030066211126817288,-0.020336576668515273
224,-0.21026887318349585,-0.7307096667192106,-0.0319155104050703
226,0.4346403215611005,0.5101605142359378,-0.040141697632697586
230,-0.32655550176174253,0.3901676551088402,0.025510996148563163
237,-0.5277145908827098,0.1231525394707591,-0.06895090600043433
241,-0.24935216310306116,0.4177283062060649,0.0012271563193424304
244,-0.5313133440505841,-0.07776235963197146,0.12574534962340433
255,-0.38556062826893367,0.18618175156966468,-0.004055695117774598
260,-0.7969056982463247,0.08751626494140893,-0.06434727728654405
266,-0.6639061559080235,0.10429257637042307,-0.014028100897241267
274,-0.4169048184578634,-0.5479851285914487,-0.07200505428979934
281,-0.6170000878677351,0.003302131233265941,0.054184054913502
294,-0.30466950651414204,-0.07169364602032775,-0.08709580065905217
298,-0.6061344140712412,-0.1840663361967732,-0.0399739708369108
303,-0.6971003385499553,-0.32220187019730495,-0.13927367866830245
306,-0.10403049176830263,-0.3635164570076082,0.4280141832886472
309,-0.10676435089382855,0.11084675414949152,-0.09083090885871276
313,-0.6682997458201856,-0.4162824929585408,-0.1449407289099444
326,0.3299578133533652,0.35691446190467363,0.03073506286604828
330,-0.19192252543869315,0.1040048354166189,-0.14602185539746182
332,-0.15333029759756098,-0.21431802711450001,-0.3387932842721332
334,-0.0987607974218271,0.27666801176993344,-0.13179251424962457
335,-0.7619112321551378,-0.20596160438074132,0.08810423015252913
346,-0.3550487820181448,-0.14152023929150173,-0.11845680560318624
348,-0.16791557193542445,0.28463309055402647,-0.0052369445104717815
353,0.4096006331330473,-0.15447255870435633,0.1330301009582652
360,-0.0453806626613488,-0.08074618550282828,0.012402349177814654
362,-0.5451199491257703,0.1677181775155448,0.009455147351854078
372,-0.028101841540377304,-0.3811695765537127,-0.058685280107150184
374,-0.7670919862271356,0.1736782430347765,-0.029980285796817482
383,0.24032452244733193,-0.5566558069023859,-0.004816752317236544
393,-0.3504734253367752,-0.2768115478185151,0.020666075173354958
394,-1.1383180571063896,0.08785927821922936,0.014208797901765434
399,0.38332203939121384,0.012573565407546944,0.2652509504430834
400,-0.025762600739577493,0.12190241034123285,-0.09086841431771801
402,-0.28172068297337516,0.05898753600160072,-0.12957826680427462
408,-0.21088548096608903,0.06930758298054641,-0.033699167798099436
418,-1.1273417549104363,0.16942186457092406,0.0030533722336247657
423,-1.0896838354045235,-0.03406594348179427,0.03389255000904898
432,-0.573859622459828,0.11842997176202127,0.06803450874474402
435,-0.5543849978007045,-0.14746577693608048,-0.0881234872237752
439,0.0679886159452871,0.06329034858167801,-0.007356413847479503
442,-0.36597537521035084,0.18921705665329677,-0.0772110910040215
448,0.14191840546794943,-0.29738593273764224,0.22415348718396308
452,-0.6506900309187649,-0.13567261497592303,-0.1175472386379982
453,-0.23197961372318904,0.17354937740085008,-0.04706352942366016
454,-0.037333089934193944,-0.2709803479332098,-0.03585260160215924
458,-0.11395914173477077,-0.1999074186437506,-0.11563480536066689
465,-0.22172403564798815,-0.312065961176302,-0.007040143977058789
468,-0.22486734074918246,-0.12760962286282998,-0.022234554243444542
478,-0.6654637531923587,0.025029685889564852,0.01988853334983276
481,-0.04934963053416107,0.03595647644737979,0.0027677842639847947
495,-0.8171900769544365,0.27258503650061167,0.007049539884935204
509,-1.2730457531062687,0.09201774335408175,0.012418025215922134
514,-0.24907666807495304,-0.18189360940424268,0.03223435262514277
519,-0.5315458112414679,-0.05995575638418655,-0.06308187276136404
521,-1.072525861657047,0.17800821480853912,0.007506979111494083
528,0.0068045860405027405,0.037463394225783875,0.10835291811004723
545,-0.7796258857074242,0.01285276620222368,0.015091774118397011
552,-0.4621866800695105,0.2572546808591239,-0.08383789887628225
557,-0.02190697676103114,-0.3548069308029281,0.24995995826347098
565,-0.2746280256347338,-0.5459336812103626,0.24924145958526236
581,0.21254174733764608,0.26026282674907064,-0.07225870671404554
584,-0.17199887512043174,-0.18443081900141756,0.16579561755315153
588,-0.49126746615805317,0.40836180919504983,0.0039650014293789795
592,0.5470743004145882,0.5432722104871455,0.013183465302197783
596,-0.39029903784831643,-0.4508335013937679,0.157924942842019
598,-0.1787541266173236,-0.09674045360282199,0.021422079310568828
622,-0.5371220854023627,-0.4348158672113298,-0.06889009235914419
634,-0.6341411614746525,0.003914564478996644,0.14077528235136702
645,-0.46964476412866685,0.21621360517663601,0.03369971122609294
657,-1.3735231193375723,0.12109794354874302,0.01808684595354061
658,-0.04116702578775861,-0.5451642692003746,0.38421283938654255
671,-1.2000147475608305,0.13686543268581022,0.02322675753854299
678,-0.4930950378271255,-0.39530317883406996,-0.007687172729210022
683,-0.7152647504203279,0.279596565316774,0.03498816550787622
688,-0.29449347205208953,-0.4919424807193045,0.4045327055355285
701,0.5959521996993031,-0.15212832527291562,0.24451646201447347
707,-0.14137269355744786,0.07363376164306809,-0.12927261990971334
710,-0.9259352812938846,0.17979718387388596,0.045494791927888974
715,-0.6941547089405983,0.16228147012083524,-0.041968497016158894
730,0.09249503677038931,0.2732344210844647,-0.08375551423977597
740,0.06306744817876778,-0.1436184188374766,-0.004112709341429929
742,-0.06931350354108208,-0.5088921953428492,0.24840513304210823
750,-0.09090068121247355,-0.02605507515178745,-0.22564135211352299
759,-0.32696792199119823,-0.5770188946698851,0.07758163595981954
763,-0.009991667899194048,0.15451601110598334,-0.09794912042458451
775,0.0052581991481324974,-0.5974682070663269,0.1650915745773449
780,-0.7238577925603279,0.3450505458092015,0.006667111576386785
801,0.15553005054610497,0.21714883415867273,0.008358053091639667
804,-0.019243523346305066,-0.26481686953349604,0.12834762859982185
808,0.36392695834523875,0.21310281022747335,-0.03019617433637672
812,0.1779625066244796,0.105827607279158,0.12285394168539361
815,-0.32610945035639183,-0.30965192754619203,0.04190642299797788
819,0.2979032871229417,0.36652036919764763,-0.06179489724096784
822,-0.08341349520286437,-0.10223622643278876,-0.1096246027654584
825,-0.09972890603816384,-0.03387011682379415,-0.028593220680149297
829,-1.3735231193375723,0.12109794354874302,0.01808684595354061
836,-0.44957965938361577,-0.05519748932263586,0.09735105526988094
839,-0.9683438121890745,0.07617855746272488,0.0032875492021286847
843,-1.0663160795730005,-0.0344623325280105,0.07530451264261331
849,-0.7125731864730781,0.026604507311017645,-0.003596485395239139
854,-1.0581419697237564,0.031161258047706725,0.01973113779531596
865,0.39976299593067327,-0.02569468350704813,0.026374463600544764
866,-0.30561601665925536,0.3730502269576262,-0.036833896919086374
881,-1.0436643495315652,-0.05944123646745599,0.05475224002110004
884,-0.8330547380537205,0.1837269734901915,-0.00866669755016054
894,-0.769195052924316,-0.03036482938403574,-0.0726396562612068
908,-0.7372782742079466,0.2598402211281441,0.004386705692909176
911,-0.5132200705499597,0.2452366364916605,0.026275852765659916
914,0.3816088030343366,-0.20532485111592072,0.07293164930704119
921,-0.1979495493356033,-0.11363110279110956,-0.05508245547483714
951,-0.7558513993950393,0.21128762458741615,-0.03295053737938129
957,-0.762935561836522,0.1694645055759078,0.025248166200936888
987,-0.27882476236776527,0.13117099402324786,-0.06236337408315541
989,-0.42441813216413815,0.3226979265881395,0.030003878981414194
993,0.8572587872337764,0.8460486731772622,-0.012935734655777692
1003,-0.11571911284160792,-0.1528260405286139,0.11353564664198446
1013,-0.13095776949696944,0.043489466832443764,-0.1266830261397213
1020,-0.24912167874803556,-0.05159808166511839,-0.11099898267570112
1040,-0.2760722790248032,-0.2651898924972678,-0.048035713835022746
1055,-0.7686664836520297,-0.11827123898214575,-0.05626930809005354
1067,-0.838724740473516,-0.24737759958262154,-0.037271860689902944
1068,-0.8219078794805247,0.16509189279716135,-0.034433892674686654
1072,0.5891079182741753,0.4219129879156277,-0.035797066139891
1074,0.21065523910871983,0.051486451858108594,0.16423016935592935
1088,-0.6753172991173624,0.16688086186250817,0.003553920141708191
1091,-0.46822961268905033,0.05269204342703057,0.0974225251959383
1093,-0.8011737424543268,-0.4029609436931553,-0.3531050100564767
1094,-0.6496928203519753,0.057643286654315416,0.01280782724296625
1101,0.4378286373353773,0.19540864818334142,0.11828604793453204
1115,0.01658031242923541,-0.1737055447684642,0.011569563626613677
1127,0.13139755133867626,0.006422718326865664,0.025418246961879137
1135,-0.05305431377083017,0.10870593359853283,0.0013183934357315734
1144,-0.5181084294532905,0.23794115983293493,-0.0005958103375762955
1148,0.22211509990387684,0.17543815635081744,0.026211756558098265
1151,-0.7644004222798858,-0.07931381497097986,-0.06856493669993279
1153,0.6400391752523236,-0.48174435772211427,0.20810501210574966
1187,0.16485502719882222,0.1632040677838395,0.008322318128610982
1194,-0.8713836726766386,0.23233673891055617,0.041763224720181485
1195,-0.6636418712718802,0.06033937157136805,-0.00584292681166462
1206,-0.09750400054955903,-0.11656470143450062,0.11989077208673607
1210,-0.6659005770416027,-0.2823392268900537,-0.2747382326591702
1216,0.1868357421232524,-0.016652878787959565,0.0690391455528638
1217,0.23033422042620336,0.11076621918741038,0.11387171701164471
1222,-1.3735231193375723,0.12109794354874302,0.01808684595354061
1254,-0.002318016789712682,-0.034936107995377746,-0.08686516468250143
1268,-0.5981646608803574,-0.4436182616484594,-0.2013468893084428
1273,-0.39010886583570864,-0.24726895149020947,-0.21067757782368798
1280,0.22518058546880018,-0.07833594498395931,-0.07171180086707407
1287,-0.760524191248045,-0.02650104685515847,0.06879936536184074
1307,-1.15861933595506,0.060241458242368,0.025399958532934527
1320,-0.7826483434351231,-0.3151884448255222,-0.044804694535398586
1327,-0.7213367849903206,0.19225615484816988,-0.017305769870342925
1336,-0.619896008473345,-0.06888132678838117,-0.01303083780761723
1343,-0.8259864843348674,0.2386233932773348,0.02345562301911709
1346,-0.02667078137813112,-0.5577644390789532,-0.08528349028690065
1349,-0.10460036480093593,0.17152099805354437,0.00474077275692458
1351,-0.46191118504140233,-0.3423672347511835,-0.05283070257048192
1355,-0.9030192666163062,0.11086507513538538,0.0331276933919522
1362,0.023945659647420167,0.036850960980053186,0.02176169067218222
1364,0.31183173098955225,-0.1656978249793874,0.16031992733307845
1366,0.43235078976404795,0.4193884096374853,0.022131725508894553
1369,-0.6187451416698716,-0.1884496837389316,0.04250680207665153
1377,-0.4294939475852703,0.2029135254380745,-0.04246167120574651
1378,-0.43637474478632216,0.26050603014227053,-0.02899010469109969
1381,0.4399906405924117,-0.19543689253600405,-0.08719563182964248
1387,0.7172519105723342,0.6310071134463453,-0.04246492046311021
1389,0.056610281599136655,0.3254919248341922,-0.01988976041781582
1401,0.31877814591698106,0.1759362518372747,0.08661762559986014
1407,-0.26445777057503334,-0.22836255427364868,-0.1103448719396436
1408,0.1435734379239209,0.1549569377128038,-0.050635930580874226
1412,-0.39452759202660714,0.2524177753911126,0.026962157472792986
1415,0.17634299852650304,-0.05582634699864,-0.04666841590868633
1420,-0.015660678901060356,-0.05082866965513042,0.023972397125579043
1425,-0.1248735331170827,-0.1990789411985054,0.09895961214862754
1430,0.1391480305664995,-0.3394715300648899,-0.0009065102943856337
1440,-0.6683765739385275,-0.2598403636681464,-0.1075320159115965
1442,0.07972496318648138,-0.1866199702242215,0.036159050350395704
1448,-0.27035825734985436,-0.19014073947527838,-0.026723896084342436
1454,-0.9633945338900314,-0.05989479439330887,0.08307152345661296
1459,-0.7763232346209523,0.2838674716552795,-0.007147607291826494
1464,-0.06689842603986954,-0.3880222300499973,0.02828660514328663
1468,-0.5080515182878559,0.19550560757569596,-0.02898833419512312
1469,-0.410827094139277,0.3077105842244722,0.01767251540850621
1477,0.7416158855527175,0.5981667337186684,-0.021224572638487246
1479,0.9446895934351348,0.730976104972523,-0.08022386779893083
1480,-0.8650314447478731,0.2626506438044702,0.011921310034381467
1486,-0.6076432937697585,-0.07678923669283744,-0.1264937283487184
1488,-0.08663832675306526,-0.30393316886453975,0.025732746336323255
1491,-1.2069892730207832,0.13821347514433655,0.013901380511227551
1494,-0.8479062798635854,0.27511151133437456,0.015651106746112354
1507,-0.6541294381013617,0.11888352968787418,0.03971522530923115
1509,-0.5158348063788676,0.3417865652070225,0.02745179067042743
1514,-0.9025844256029205,-0.03328579670839439,0.026701098021143264
1522,-0.8447301658992026,0.2902684637813316,0.0007301494032123162
1529,-1.129973390879903,0.0532852017502218,-0.05597634640191776
1534,-0.6575370278386992,0.3472930728004012,0.016335640957268752
1536,0.1791339804812473,0.51578135958859,-0.02507248894975307
1539,-0.4907229881631372,0.3073820988213047,-0.06998567454906363
1550,-0.9466114731781579,-0.07279848508565426,-0.034501821608790915
1562,-0.6326941925897765,-0.18575359882187895,0.02385604802202066
1575,-0.5651569433382977,0.0961471527396284,0.02883148206859983
1588,0.37827804141534105,-0.13335743729378813,0.012143351956730955
1592,-0.35116034917641004,-0.4186162896752336,0.192256199368717
1600,-0.6119692831196853,0.25338206012245523,-0.016583730200181137
1603,1.0341138293521432,0.7767754477165615,-0.03732854987006099
1618,-0.48803142421588736,0.05439004081554831,-0.10857032545217898
1627,-0.02603059228845625,-0.15097990258363037,0.16461613865643088
1655,-0.45939017747139504,-0.4951616257122152,-0.07680358401721166
1656,-0.05638606680775487,-0.04508654489103372,-0.2099965846044846
1660,-0.40496411455830905,-0.47271993136994456,0.07730995353231039
1670,0.4163108739568566,-0.11186739636382766,0.134170303900004
1675,-0.9791935772629385,0.250473724117129,0.007124550802945675
1679,-0.5599724823535643,0.033342823048028776,-0.11675372904177907
1700,-0.36533617753860503,0.37024170083692054,0.022161857249404088
1711,-0.21747116750366743,-0.16895961097728193,-0.3432111561869737
1712,-1.2435900539821234,0.16588846400083468,0.015802899078109948
1724,-0.4720889435803323,0.21256586684727324,0.020263879674474863
1739,0.01217650354303744,0.08714798902552365,0.008361594083592805
1741,1.0315759216415772,0.7168832471415292,-0.07356132496364137
1749,0.2953944813628284,0.18940594165912591,0.13552668711589153
1752,0.1770309137840669,0.3117382871697777,-0.06773185941414239
1761,0.7398587195944452,-0.7698515267369832,0.607580675013933
1767,-0.35196639631266274,-0.18260774909021438,-0.15617470648804854
1778,-0.6210647668353062,-0.38775945368559406,-0.27930081492210196
1787,0.24283431962537427,-0.153781487052165,-0.05161165598418995
1793,0.10686301998105031,0.1394607650992674,0.018789668593641798
1798,-0.28449377336963155,-0.07417368673786594,0.05955814346700817
1805,0.48127641521665193,-0.31523202844948095,-0.01749835022761733
1806,-0.7288736800036769,-0.143862576167322,-0.1634128081494318
1822,-1.076791923029191,0.13905079079737329,0.01980260772137333
1828,-0.8309685714970989,0.1750834543729396,-0.026212983626081314
1830,-0.7384619498746084,0.17979528731826547,-0.0210355665820738
1843,-0.5950146746126402,0.36604059469708433,0.0017578359679352874
1845,-0.8377556404392501,0.2889204213228053,0.010055526430527751
1871,0.84553843836897,-0.4232895727754807,0.6670589803961515
1881,-0.08015956170221065,-0.017761510964526987,-0.011427592416800322
1883,-0.5564542642167674,0.07386433371723551,-0.010371544607544364
1889,-0.16792397717882473,-0.5747978372055093,0.37157582891907326
1894,-0.11625988392378833,0.2649891875690495,-0.07618340443929845
1906,0.4627333833979412,-0.25524695964199895,0.3292454468404379
1913,0.5593111063955449,0.5484376013583242,-0.009958401089307596
1917,-0.36711503162185916,-0.2468832972074053,-0.10992670866806652
1919,0.020566180442606448,-0.07772161518260816,0.08140978508075364
1925,0.24876860668131287,0.23336988122159294,-0.014821318758870956
1928,-0.6441334463316393,0.21981680594539452,-0.04158960969956368
1931,-0.04709290760029693,-0.07288470971459682,-0.029390271268321572
1940,-0.10766684178378838,0.19953520707662198,-0.047862350507809015
1947,-0.6044072518275925,-0.4307610050723389,-0.23902905523027637
1950,-0.06954226381923036,-0.1742500743711462,-0.2040918164023856
1954,-0.37374745290939754,-0.2201706965266292,0.0020510560817527486
1963,-0.8673050678222961,0.15880523843038266,-0.01612629097362226
1967,-0.6698844622191155,0.07319662814748858,-0.043525092733498215
1975,-0.3535839215747811,0.10725808125538597,-0.024643702702316556
1978,-0.41760394410739227,-0.3598810519486138,-0.073763633004567
1981,-0.9523864142488189,-0.004478809592884329,-0.10872595051071918
1987,-0.24562036075179747,-0.22376316253197573,-0.0648224547817765
1995,-0.5570653513559894,-0.4501424297415766,-0.02671681410043618
1996,-0.6789948632394368,-0.3291116925732263,-0.06539447261591724
2006,-0.5465838181512049,0.14469974928035637,0.06616872514089035
2009,-0.03382707360729112,0.09944998123555028,-0.1028191200780542
2012,-1.195313845175301,0.031671984853196375,0.004504533557854641
2014,-1.058235697982657,-0.025083204197962908,-0.0030658057466462878
2063,0.41433904271242994,0.48254269425907637,-0.02895053700152841
2065,-0.29912604121643577,0.10355317404638645,-0.05117221345198626
2069,0.26142434495302574,0.10745770102462705,0.045931243628410605
2073,0.17861662160092595,0.04801905837544749,-0.018620814900682608
2087,0.06272633542428273,0.056776915251972856,0.025110829571341288
2094,0.3247723609507027,0.19395889928457408,0.025793593286521192
2096,0.08582980661966248,0.1003337310048117,0.058337618119329096
2106,-0.23878828113656367,-0.46789565722096566,0.042142370462458334
2110,-0.370428893100296,0.03777070815079148,-0.11050934947806668
2121,-0.36683755375789284,-0.3949854281943144,0.22213384901754574
2125,0.18367553688149935,-0.04488313201055167,-0.006360921253832033
2126,0.024583865901236828,-0.007884287148022256,-0.02939204176429815
2129,0.4762231896846723,0.5460254642838348,0.007625390445618464
2164,-1.3735231193375723,0.12109794354874302,0.01808684595354061
2169,2.31975971662287,1.1834235323554763,-0.07063359859342315
2173,-0.3081698330924511,0.3262313271582288,0.017254352136929167
2182,-0.41701074852665815,-0.27432077233756497,-0.26815070074189123
2187,-0.7259787508159962,-0.29743901045737403,-0.24672459611821856
2210,-0.3544536036015525,0.3955598249429455,-0.011790511960698625
2216,-0.7003363804921212,0.03176989818219646,-0.02673835178674446
2222,-0.5487365938521326,-0.4716432054349491,-0.006580934254523303
2224,-0.8639414973401119,0.28645111536867907,0.014546638767402205
2229,-0.011174352147926742,0.30023096960780393,0.027155287990338468
2232,0.1485779458700824,-0.892840545005306,0.04467672050477158
