,C1,C2,C3
3,-0.20996865370239906,0.6464349152555166,-0.19510121537950165
6,-0.21263210891687492,0.7827724337712484,-0.0230528590632204
8,-0.51256020713123,0.6684608802781256,0.057233883786666405
18,-0.4091077268041077,0.5253617208182079,-0.0724533795574681
24,-0.16490246186029606,0.3117462922812146,0.5318995204685668
29,-0.2825887918966282,0.39925948312445003,-0.3788284281208311
39,-0.3859226007831964,-0.9468839094311092,-0.7741649228521132
44,0.003466077048223048,-1.2939672413407328,-0.9106046521658834
49,0.3460912197918831,0.9295350941715017,0.2984998771483345
50,1.0462486877413686,0.7686943843686264,2.2867263721343507
61,0.07393650006197355,-0.5179815819951732,1.8654699452010932
84,0.656324943374124,0.07615203221835633,2.843837071583569
91,0.345942111133133,0.9982822002901036,-0.33135773493254245
94,-0.03462915352510971,-1.0800501322052891,0.6123937669019233
97,0.5233430922685427,1.6527249235271568,-0.4363050090450552
118,0.453974923572426,1.2260875229618495,-0.3435388594312802
126,-0.07414336166486737,-0.5171743659066814,0.12435925981317505
128,-0.30384417622962795,-0.5979969478197399,-0.058191527732730786
146,0.1599178115194968,-2.006139135840973,2.635688927923579
149,-0.32092597146911267,0.8758863495860403,0.03022050213319201
155,-0.26861940805340234,-0.9348042113854953,0.46364465449474657
157,0.2753316901770003,1.0643861175988887,0.2585614242207118
162,0.06559105360019536,-0.599293581845537,0.013652735165720194
180,-0.011681965567808818,-0.07641388096947307,-0.0017515797163828253
196,0.6045522561292347,1.9212618321581434,0.06477931013758018
204,-0.16624770020011234,0.5249517793972259,0.16000019655637557
210,-0.4862980513711089,0.38078028852110274,0.011273725574570714
217,-0.610807864222994,0.31755865310889086,0.12881382655802448
222,-0.070908267892513,0.06693560334099387,-0.1300339252536201
224,-0.12623168331326243,-1.626759427805708,-0.2040706831877538
226,0.26092963069524744,1.1357567362612002,-0.25666967428224
230,-0.19604257186758592,0.8686198366895986,0.1631196351480055
237,-0.31680533646062586,0.27417121158636093,-0.44087837904944926
241,-0.14969473517287657,0.9299773786120631,0.007846549382666141
244,-0.31896579256300517,-0.17312026571059164,0.8040272293829405
255,-0.2314653918520484,0.4144914641832938,-0.02593248433069127
260,-0.4784100766249795,0.19483512476164735,-0.4114423573514507
266,-0.398565847400399,0.23218377912321678,-0.08969695604404236
